latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
32.42866,-94.68565,329.74,0.42,0.38,2025-11-01,0820,N,nominal,2.0NRT,261.32,2.48,N
32.42787,-94.68121,303.02,0.42,0.38,2025-11-01,0820,N,nominal,2.0NRT,276.29,2.48,N
30.94567,-88.01232,311.43,0.63,0.54,2025-11-01,0820,N,nominal,2.0NRT,281.02,2.37,N
30.94077,-88.01388,315.44,0.63,0.54,2025-11-01,0820,N,nominal,2.0NRT,282.5,2.37,N
31.99833,-93.88416,295.36,0.45,0.39,2025-11-01,0820,N,nominal,2.0NRT,277.91,1.02,N
30.53454,-88.11443,303.71,0.32,0.54,2025-11-01,0820,N,nominal,2.0NRT,286.28,1.42,N
31.59771,-93.53306,295.04,0.47,0.4,2025-11-01,0820,N,nominal,2.0NRT,278.72,0.57,N
31.71065,-94.33874,315.16,0.44,0.38,2025-11-01,0820,N,nominal,2.0NRT,280.05,0.85,N
32.03382,-96.54569,314.27,0.39,0.36,2025-11-01,0820,N,nominal,2.0NRT,271.78,1.15,N
30.34447,-88.48526,300.53,0.61,0.54,2025-11-01,0820,N,nominal,2.0NRT,288.51,2.13,N
30.33964,-88.48676,296.99,0.61,0.54,2025-11-01,0820,N,nominal,2.0NRT,286.49,2.13,N
30.34385,-88.48708,304.83,0.61,0.54,2025-11-01,0820,N,nominal,2.0NRT,289.94,2.6,N
30.40595,-89.31362,302.03,0.55,0.51,2025-11-01,0820,N,nominal,2.0NRT,279.48,0.84,N
32.65954,-103.48196,312.39,0.41,0.45,2025-11-01,0820,N,nominal,2.0NRT,280.27,0.56,N
32.43776,-102.05352,309.11,0.52,0.41,2025-11-01,0820,N,nominal,2.0NRT,281.58,1.05,N
32.43395,-102.05417,296.36,0.52,0.41,2025-11-01,0820,N,nominal,2.0NRT,279.85,1.05,N
32.43083,-102.09418,320,0.52,0.41,2025-11-01,0820,N,nominal,2.0NRT,280.96,2.48,N
32.42701,-102.09483,327.7,0.52,0.41,2025-11-01,0820,N,nominal,2.0NRT,281.27,4.08,N
32.42576,-102.11773,307.21,0.52,0.42,2025-11-01,0820,N,nominal,2.0NRT,280.56,1.14,N
30.29813,-89.73212,301.11,0.52,0.5,2025-11-01,0820,N,nominal,2.0NRT,281.03,1.06,N
30.29859,-89.73338,303.35,0.52,0.5,2025-11-01,0820,N,nominal,2.0NRT,281.49,1.1,N
32.38855,-102.21614,308.29,0.53,0.42,2025-11-01,0820,N,nominal,2.0NRT,281.06,1.47,N
32.35261,-101.97962,304.64,0.51,0.41,2025-11-01,0820,N,nominal,2.0NRT,280.74,1.23,N
30.58506,-91.24041,301.63,0.42,0.45,2025-11-01,0820,N,nominal,2.0NRT,282.13,1.09,N
32.33,-101.82373,328.02,0.5,0.41,2025-11-01,0820,N,nominal,2.0NRT,281.41,3.69,N
32.27926,-101.41001,304.29,0.48,0.4,2025-11-01,0820,N,nominal,2.0NRT,284.78,1.44,N
32.32623,-101.82435,318.26,0.5,0.41,2025-11-01,0820,N,nominal,2.0NRT,280.6,2.9,N
32.32886,-102.14069,295.58,0.52,0.42,2025-11-01,0820,N,nominal,2.0NRT,279.4,0.8,N
30.74777,-92.2541,305.08,0.56,0.43,2025-11-01,0820,N,nominal,2.0NRT,281.27,1.96,N
32.3035,-102.20336,301.26,0.52,0.42,2025-11-01,0820,N,nominal,2.0NRT,281.33,1.07,N
30.48471,-91.17924,304.87,0.43,0.46,2025-11-01,0820,N,nominal,2.0NRT,290.4,1.07,N
30.48379,-91.17482,298.03,0.43,0.46,2025-11-01,0820,N,nominal,2.0NRT,287.7,1.07,N
31.35175,-96.17198,309.35,0.39,0.37,2025-11-01,0820,N,nominal,2.0NRT,262.9,1.62,N
32.17637,-101.9503,310.38,0.51,0.41,2025-11-01,0820,N,nominal,2.0NRT,281.25,0.61,N
32.17701,-101.95169,295.61,0.51,0.41,2025-11-01,0820,N,nominal,2.0NRT,280.42,0.55,N
32.15546,-101.93333,306.5,0.51,0.41,2025-11-01,0820,N,nominal,2.0NRT,280.94,3.16,N
32.15168,-101.93397,327.64,0.51,0.41,2025-11-01,0820,N,nominal,2.0NRT,280.72,3.16,N
32.15103,-101.92859,301.55,0.51,0.41,2025-11-01,0820,N,nominal,2.0NRT,280.22,3.01,N
32.14854,-102.10071,299.12,0.52,0.41,2025-11-01,0820,N,nominal,2.0NRT,281.31,0.69,N
30.32701,-91.24458,296.97,0.43,0.46,2025-11-01,0820,N,nominal,2.0NRT,285.54,0.94,N
30.3303,-91.28077,305.94,0.43,0.46,2025-11-01,0820,N,nominal,2.0NRT,283.56,1.28,N
30.321,-91.23696,299.25,0.43,0.46,2025-11-01,0820,N,nominal,2.0NRT,286.29,1.56,N
31.2951,-96.70276,304.08,0.39,0.36,2025-11-01,0820,N,nominal,2.0NRT,274.85,0.67,N
32.22082,-103.5321,295.04,0.41,0.45,2025-11-01,0820,N,nominal,2.0NRT,280.52,0.93,N
32.14813,-103.059,298.55,0.38,0.43,2025-11-01,0820,N,nominal,2.0NRT,279.74,0.43,N
30.18608,-90.99227,298.03,0.44,0.46,2025-11-01,0820,N,nominal,2.0NRT,285.14,0.93,N
32.2127,-103.89659,313.13,0.43,0.46,2025-11-01,0820,N,nominal,2.0NRT,282.14,1.17,N
30.06088,-90.60074,297.92,0.47,0.48,2025-11-01,0820,N,nominal,2.0NRT,285.7,2.41,N
30.06446,-90.59663,297.59,0.47,0.48,2025-11-01,0820,N,nominal,2.0NRT,287.45,1.1,N
29.93086,-89.97254,297.14,0.51,0.5,2025-11-01,0820,N,nominal,2.0NRT,286.32,2.06,N
30.06015,-90.59788,300.34,0.47,0.48,2025-11-01,0820,N,nominal,2.0NRT,287.04,1.1,N
31.9912,-102.21865,299.11,0.52,0.42,2025-11-01,0820,N,nominal,2.0NRT,282.54,0.81,N
31.96877,-102.06614,296.39,0.51,0.41,2025-11-01,0820,N,nominal,2.0NRT,282.33,0.66,N
30.00005,-90.40247,307.11,0.48,0.48,2025-11-01,0820,N,nominal,2.0NRT,290.03,3.23,N
29.99899,-90.39751,300.15,0.48,0.48,2025-11-01,0820,N,nominal,2.0NRT,288.9,1.16,N
29.99792,-90.39253,297.57,0.48,0.48,2025-11-01,0820,N,nominal,2.0NRT,287.45,1.16,N
30.05288,-90.67123,305.34,0.47,0.47,2025-11-01,0820,N,nominal,2.0NRT,283.17,1.95,N
30.09352,-90.94793,334.07,0.45,0.47,2025-11-01,0820,N,nominal,2.0NRT,286.82,2.44,N
30.08928,-90.94912,326.34,0.45,0.47,2025-11-01,0820,N,nominal,2.0NRT,283.25,2.44,N
31.85531,-101.76443,309.19,0.49,0.41,2025-11-01,0820,N,nominal,2.0NRT,283.36,0.94,N
31.85283,-101.77551,299.58,0.49,0.41,2025-11-01,0820,N,nominal,2.0NRT,283.98,0.93,N
30.00147,-90.83802,297.08,0.46,0.47,2025-11-01,0820,N,nominal,2.0NRT,282.87,1.13,N
32.02613,-103.58867,311.66,0.41,0.45,2025-11-01,0820,N,nominal,2.0NRT,280.12,2.08,N
31.99908,-103.93287,296.72,0.43,0.46,2025-11-01,0820,N,nominal,2.0NRT,282.53,0.37,N
31.99567,-104.06803,341.08,0.43,0.46,2025-11-01,0820,N,nominal,2.0NRT,287.11,10.14,N
31.99701,-104.07112,337.13,0.43,0.46,2025-11-01,0820,N,nominal,2.0NRT,283.05,5.51,N
31.99651,-104.06657,336.82,0.43,0.46,2025-11-01,0820,N,nominal,2.0NRT,284.17,5.51,N
31.92407,-103.51987,298.55,0.4,0.44,2025-11-01,0820,N,nominal,2.0NRT,280.89,0.74,N
31.78031,-102.31294,298.95,0.52,0.42,2025-11-01,0820,N,nominal,2.0NRT,282.54,0.69,N
31.75654,-102.14878,296.84,0.51,0.41,2025-11-01,0820,N,nominal,2.0NRT,282.46,0.27,N
31.76762,-102.33764,300.13,0.52,0.42,2025-11-01,0820,N,nominal,2.0NRT,283.42,0.71,N
29.60352,-89.89695,296.24,0.53,0.5,2025-11-01,0820,N,nominal,2.0NRT,284.6,0.58,N
31.74499,-102.54728,297.19,0.54,0.42,2025-11-01,0820,N,nominal,2.0NRT,282.89,0.93,N
29.59898,-89.89828,295.52,0.53,0.5,2025-11-01,0820,N,nominal,2.0NRT,285.37,0.72,N
29.59778,-89.89291,303.75,0.53,0.5,2025-11-01,0820,N,nominal,2.0NRT,285.37,1.1,N
31.64476,-101.76637,296.82,0.49,0.4,2025-11-01,0820,N,nominal,2.0NRT,282.3,0.6,N
31.66765,-101.988,322.21,0.5,0.41,2025-11-01,0820,N,nominal,2.0NRT,283.52,1.69,N
31.6545,-102.03922,323.61,0.51,0.41,2025-11-01,0820,N,nominal,2.0NRT,285.95,2.41,N
31.65539,-102.04018,321.18,0.51,0.41,2025-11-01,0820,N,nominal,2.0NRT,285.37,2.46,N
31.80815,-103.90191,298.25,0.42,0.45,2025-11-01,0820,N,nominal,2.0NRT,283.6,0.76,N
31.77489,-103.62897,297.91,0.41,0.45,2025-11-01,0820,N,nominal,2.0NRT,282.81,0.56,N
31.79789,-103.92612,323.05,0.42,0.45,2025-11-01,0820,N,nominal,2.0NRT,285.06,1.9,N
31.79836,-103.9306,301.76,0.42,0.45,2025-11-01,0820,N,nominal,2.0NRT,284.11,1.9,N
31.58749,-102.08432,309.74,0.51,0.41,2025-11-01,0820,N,nominal,2.0NRT,283.42,1.64,N
31.7741,-103.90228,326.7,0.42,0.45,2025-11-01,0820,N,nominal,2.0NRT,284.97,2.58,N
29.90661,-91.89495,296.6,0.4,0.44,2025-11-01,0820,N,nominal,2.0NRT,281.21,0.49,N
31.7699,-103.90286,311.3,0.42,0.45,2025-11-01,0820,N,nominal,2.0NRT,282.89,1.39,N
30.18234,-93.32151,298.28,0.51,0.41,2025-11-01,0820,N,nominal,2.0NRT,288.22,1.41,N
30.17963,-93.32765,300.16,0.51,0.41,2025-11-01,0820,N,nominal,2.0NRT,289.47,1.85,N
30.18249,-93.32304,301.84,0.51,0.41,2025-11-01,0820,N,nominal,2.0NRT,289.83,1.15,N
30.17976,-93.32921,302.39,0.51,0.41,2025-11-01,0820,N,nominal,2.0NRT,290.43,1.15,N
30.20555,-93.76959,327.63,0.48,0.4,2025-11-01,0820,N,nominal,2.0NRT,282.91,3.09,N
30.11482,-93.2967,304.36,0.51,0.41,2025-11-01,0820,N,nominal,2.0NRT,283.22,0.9,N
31.48491,-102.15753,326.36,0.51,0.41,2025-11-01,0820,N,nominal,2.0NRT,284.24,2.37,N
31.44396,-102.19301,306.61,0.51,0.41,2025-11-01,0820,N,nominal,2.0NRT,282.94,0.99,N
30.05244,-93.33611,302.01,0.51,0.41,2025-11-01,0820,N,nominal,2.0NRT,285.24,1.78,N
30.04498,-93.33803,297.48,0.51,0.41,2025-11-01,0820,N,nominal,2.0NRT,286.07,0.92,N
30.04398,-93.33281,298.68,0.51,0.41,2025-11-01,0820,N,nominal,2.0NRT,287.18,0.92,N
30.40631,-95.54203,304.68,0.41,0.37,2025-11-01,0820,N,nominal,2.0NRT,282.26,0.52,N
31.31554,-101.80016,302.17,0.49,0.4,2025-11-01,0820,N,nominal,2.0NRT,283.57,0.73,N
30.05112,-93.75294,298.62,0.49,0.4,2025-11-01,0820,N,nominal,2.0NRT,287.93,1.42,N
31.49757,-103.53112,299.35,0.4,0.44,2025-11-01,0820,N,nominal,2.0NRT,283.03,1.03,N
31.3732,-103.5221,302.52,0.4,0.44,2025-11-01,0820,N,nominal,2.0NRT,282.05,0.84,N
31.36912,-103.52271,305.48,0.4,0.44,2025-11-01,0820,N,nominal,2.0NRT,279.45,0.82,N
31.36957,-103.67795,298.75,0.41,0.45,2025-11-01,0820,N,nominal,2.0NRT,285.28,0.5,N
31.29502,-103.15463,312.59,0.57,0.43,2025-11-01,0820,N,nominal,2.0NRT,284.88,2.28,N
29.88795,-93.964,302.97,0.48,0.4,2025-11-01,0820,N,nominal,2.0NRT,289.93,2.68,N
29.88338,-93.96001,300.12,0.48,0.4,2025-11-01,0820,N,nominal,2.0NRT,289.14,1.92,N
29.85795,-93.96632,300.58,0.48,0.4,2025-11-01,0820,N,nominal,2.0NRT,290.35,1.88,N
29.85807,-93.96304,298.89,0.48,0.4,2025-11-01,0820,N,nominal,2.0NRT,288.76,1.57,N
31.28731,-103.67532,297,0.4,0.45,2025-11-01,0820,N,nominal,2.0NRT,285.65,0.44,N
29.83534,-93.96358,309.58,0.48,0.4,2025-11-01,0820,N,nominal,2.0NRT,286.66,2.29,N
31.26028,-103.65767,302.4,0.4,0.44,2025-11-01,0820,N,nominal,2.0NRT,286.29,0.52,N
31.21097,-103.54907,301.51,0.4,0.44,2025-11-01,0820,N,nominal,2.0NRT,280.81,0.55,N
31.21964,-103.668,302.79,0.4,0.44,2025-11-01,0820,N,nominal,2.0NRT,286.02,0.62,N
31.20233,-103.50768,300.6,0.4,0.44,2025-11-01,0820,N,nominal,2.0NRT,281.54,0.53,N
29.75836,-93.87956,311.77,0.48,0.4,2025-11-01,0820,N,nominal,2.0NRT,289.76,1.22,N
29.75742,-93.87463,295.69,0.48,0.4,2025-11-01,0820,N,nominal,2.0NRT,285.66,1.22,N
29.75647,-93.86967,298.49,0.48,0.4,2025-11-01,0820,N,nominal,2.0NRT,285.39,0.79,N
31.21552,-103.66859,301.59,0.4,0.44,2025-11-01,0820,N,nominal,2.0NRT,284.74,0.62,N
29.75471,-93.88048,307.93,0.48,0.4,2025-11-01,0820,N,nominal,2.0NRT,288.99,1.22,N
30.16637,-96.5588,295.92,0.39,0.36,2025-11-01,0820,N,nominal,2.0NRT,282.28,0.56,N
29.81797,-95.09985,300.36,0.43,0.38,2025-11-01,0820,N,nominal,2.0NRT,285.48,0.76,N
31.03737,-103.72494,298.13,0.4,0.45,2025-11-01,0820,N,nominal,2.0NRT,286.98,0.42,N
28.34228,-88.26589,367,0.35,0.57,2025-11-01,0820,N,high,2.0NRT,293.44,4.39,N
29.76014,-95.02073,298.2,0.44,0.38,2025-11-01,0820,N,nominal,2.0NRT,287.16,1.14,N
28.34311,-88.2694,306.36,0.35,0.57,2025-11-01,0820,N,nominal,2.0NRT,292.35,2.88,N
29.7456,-95.00089,300.01,0.44,0.38,2025-11-01,0820,N,nominal,2.0NRT,289.87,1.34,N
29.74479,-94.99641,300.51,0.44,0.38,2025-11-01,0820,N,nominal,2.0NRT,288.87,0.95,N
29.74456,-95.01512,301.76,0.44,0.38,2025-11-01,0820,N,nominal,2.0NRT,291.08,1.58,N
29.74211,-95.00171,300.62,0.44,0.38,2025-11-01,0820,N,nominal,2.0NRT,290.05,2.35,N
29.74952,-95.10216,323.59,0.43,0.38,2025-11-01,0820,N,nominal,2.0NRT,290.77,2.68,N
29.7479,-95.09328,305.82,0.43,0.38,2025-11-01,0820,N,nominal,2.0NRT,284.5,1.32,N
29.74266,-95.12523,304.82,0.43,0.38,2025-11-01,0820,N,nominal,2.0NRT,286.37,1.08,N
29.73919,-95.12605,307.69,0.43,0.38,2025-11-01,0820,N,nominal,2.0NRT,289.35,1.08,N
29.73856,-95.16312,307.68,0.43,0.38,2025-11-01,0820,N,nominal,2.0NRT,288.94,1.74,N
29.73145,-95.12327,305.91,0.43,0.38,2025-11-01,0820,N,nominal,2.0NRT,287.99,1.65,N
29.71067,-95.06796,296.81,0.43,0.38,2025-11-01,0820,N,nominal,2.0NRT,286.26,0.76,N
29.72279,-95.17606,297.08,0.43,0.38,2025-11-01,0820,N,nominal,2.0NRT,285.73,0.51,N
29.71585,-95.1777,297.91,0.43,0.38,2025-11-01,0820,N,nominal,2.0NRT,284.4,0.49,N
29.6828,-95.01405,305.32,0.44,0.38,2025-11-01,0820,N,nominal,2.0NRT,285.83,0.65,N
29.62241,-95.06342,297.45,0.44,0.38,2025-11-01,0820,N,nominal,2.0NRT,286.59,0.57,N
29.61252,-95.02846,311.84,0.44,0.38,2025-11-01,0820,N,nominal,2.0NRT,287.14,1.05,N
29.60903,-95.02929,295.95,0.44,0.38,2025-11-01,0820,N,nominal,2.0NRT,285.22,0.36,N
29.60044,-95.022,296.31,0.44,0.38,2025-11-01,0820,N,nominal,2.0NRT,285.31,0.27,N
29.37755,-94.93385,300.7,0.44,0.39,2025-11-01,0820,N,nominal,2.0NRT,288.98,0.71,N
29.37486,-94.93921,306.15,0.44,0.39,2025-11-01,0820,N,nominal,2.0NRT,292.12,2.04,N
29.37404,-94.93468,301.5,0.44,0.39,2025-11-01,0820,N,nominal,2.0NRT,289.16,0.82,N
29.37241,-94.92563,307.12,0.44,0.39,2025-11-01,0820,N,nominal,2.0NRT,289.59,0.87,N
29.37159,-94.9211,299.99,0.44,0.39,2025-11-01,0820,N,nominal,2.0NRT,289.01,0.87,N
29.36913,-94.90748,304.07,0.44,0.39,2025-11-01,0820,N,nominal,2.0NRT,291.85,1.19,N
29.35916,-94.93349,300.49,0.44,0.39,2025-11-01,0820,N,nominal,2.0NRT,286.3,0.36,N
29.67973,-98.18444,306.94,0.38,0.36,2025-11-01,0820,N,nominal,2.0NRT,283.5,0.89,N
29.57505,-98.03359,330.48,0.38,0.36,2025-11-01,0820,N,nominal,2.0NRT,285.91,5.52,N
29.2975,-96.54675,301.82,0.4,0.37,2025-11-01,0820,N,nominal,2.0NRT,283.16,0.76,N
29.34013,-97.10954,304.09,0.39,0.36,2025-11-01,0820,N,nominal,2.0NRT,281.53,1.58,N
29.0037,-95.4034,310.65,0.43,0.38,2025-11-01,0820,N,nominal,2.0NRT,288.72,1.18,N
29.05057,-96.21108,308.16,0.41,0.37,2025-11-01,0820,N,nominal,2.0NRT,286.24,1.47,N
30.4976,-109.63277,367,0.44,0.63,2025-11-01,0820,N,high,2.0NRT,286.83,9.19,N
29.04085,-97.70567,297.21,0.39,0.36,2025-11-01,0820,N,nominal,2.0NRT,284.02,0.2,N
28.69985,-96.54085,305.97,0.4,0.37,2025-11-01,0820,N,nominal,2.0NRT,287.78,1.71,N
28.64205,-96.55195,309.29,0.4,0.37,2025-11-01,0820,N,nominal,2.0NRT,289.33,1.08,N
28.73265,-98.74003,295.79,0.39,0.36,2025-11-01,0820,N,nominal,2.0NRT,284.56,0.4,N
28.54452,-98.99362,297.99,0.39,0.36,2025-11-01,0822,N,nominal,2.0NRT,284.06,0.6,N
28.49491,-99.20185,298.92,0.39,0.36,2025-11-01,0822,N,nominal,2.0NRT,285.52,0.68,N
28.46516,-99.11818,308.82,0.39,0.36,2025-11-01,0822,N,nominal,2.0NRT,285.35,0.74,N
28.35379,-98.56562,306.67,0.38,0.36,2025-11-01,0822,N,nominal,2.0NRT,285.7,0.9,N
27.92918,-97.32079,303.84,0.39,0.36,2025-11-01,0822,N,nominal,2.0NRT,288.98,1.18,N
27.92457,-97.29304,302.82,0.39,0.36,2025-11-01,0822,N,nominal,2.0NRT,290.44,0.65,N
27.89996,-97.26949,316.28,0.39,0.36,2025-11-01,0822,N,nominal,2.0NRT,291.92,1.14,N
27.88996,-97.27161,318.48,0.39,0.36,2025-11-01,0822,N,nominal,2.0NRT,292.93,1.95,N
27.8893,-97.26764,306.41,0.39,0.36,2025-11-01,0822,N,nominal,2.0NRT,290,0.52,N
27.88329,-97.27302,303.91,0.39,0.36,2025-11-01,0822,N,nominal,2.0NRT,290.56,0.93,N
27.8286,-97.19407,300.28,0.39,0.37,2025-11-01,0822,N,nominal,2.0NRT,288.2,0.4,N
27.82793,-97.19009,306.26,0.39,0.37,2025-11-01,0822,N,nominal,2.0NRT,287.64,0.5,N
27.82459,-97.1908,310.52,0.39,0.37,2025-11-01,0822,N,nominal,2.0NRT,292.25,1.1,N
27.82393,-97.20741,314.9,0.39,0.37,2025-11-01,0822,N,nominal,2.0NRT,290.58,0.8,N
27.82199,-97.20668,331.38,0.39,0.37,2025-11-01,0822,N,nominal,2.0NRT,291.67,2.51,N
27.83129,-97.4915,306.89,0.39,0.36,2025-11-01,0822,N,nominal,2.0NRT,289.09,0.4,N
27.81694,-97.40472,299.77,0.39,0.36,2025-11-01,0822,N,nominal,2.0NRT,289.14,0.37,N
27.81735,-97.49034,320.24,0.39,0.36,2025-11-01,0822,N,nominal,2.0NRT,289.7,1.85,N
27.8167,-97.4864,317.73,0.39,0.36,2025-11-01,0822,N,nominal,2.0NRT,291.52,1.31,N
27.81605,-97.48246,301.68,0.39,0.36,2025-11-01,0822,N,nominal,2.0NRT,291.51,1.31,N
28.68772,-106.09027,307.02,0.52,0.5,2025-11-01,0822,N,nominal,2.0NRT,285.12,1.08,N
28.68311,-106.09088,295.28,0.52,0.5,2025-11-01,0822,N,nominal,2.0NRT,283.46,1.08,N
28.68448,-106.09144,313.61,0.52,0.5,2025-11-01,0822,N,nominal,2.0NRT,285.83,1.53,N
29.04783,-110.71937,303.6,0.5,0.66,2025-11-01,0822,N,nominal,2.0NRT,292.06,1.25,N
27.50099,-97.63055,313.73,0.39,0.36,2025-11-01,0822,N,nominal,2.0NRT,287.85,1.55,N
27.49702,-97.62732,308.02,0.39,0.36,2025-11-01,0822,N,nominal,2.0NRT,286.96,1.37,N
27.77137,-99.45095,300.01,0.39,0.36,2025-11-01,0822,N,nominal,2.0NRT,286.68,0.43,N
27.26994,-101.16958,299.92,0.42,0.38,2025-11-01,0822,N,nominal,2.0NRT,284.96,0.73,N
27.66977,-110.43219,303.48,0.46,0.64,2025-11-01,0822,N,nominal,2.0NRT,291.83,0.78,N
25.98002,-98.061,306.13,0.39,0.36,2025-11-01,0822,N,nominal,2.0NRT,288.29,0.76,N
25.32962,-97.58243,327.43,0.4,0.37,2025-11-01,0822,N,nominal,2.0NRT,290.65,2.13,N
25.75308,-100.54534,295.39,0.4,0.37,2025-11-01,0822,N,nominal,2.0NRT,279.01,0.37,N
25.60528,-100.92001,298.39,0.41,0.37,2025-11-01,0822,N,nominal,2.0NRT,275.42,0.9,N
24.84332,-98.19205,332.98,0.39,0.36,2025-11-01,0822,N,nominal,2.0NRT,288.54,4.34,N
22.35276,-97.87253,311.19,0.41,0.37,2025-11-01,0822,N,nominal,2.0NRT,292.77,0.92,N
22.26784,-97.8057,304.4,0.42,0.37,2025-11-01,0822,N,nominal,2.0NRT,293.52,1.46,N
46.51553,-84.39622,315.78,0.41,0.45,2025-11-01,0816,N,nominal,2.0NRT,269.12,1.95,N
22.26442,-97.80637,334.12,0.42,0.37,2025-11-01,0822,N,nominal,2.0NRT,296.14,4.45,N
22.261,-97.80705,305.68,0.42,0.37,2025-11-01,0822,N,nominal,2.0NRT,292.17,4.45,N
22.10425,-100.91421,295.77,0.39,0.36,2025-11-01,0822,N,nominal,2.0NRT,285.69,0.64,N
19.5891,-92.2018,320.87,0.61,0.53,2025-11-01,0822,N,nominal,2.0NRT,297.3,2.43,N
19.60333,-92.29411,324.08,0.6,0.53,2025-11-01,0822,N,nominal,2.0NRT,297.07,2.27,N
19.60215,-92.28845,310.22,0.6,0.53,2025-11-01,0822,N,nominal,2.0NRT,296.32,2.27,N
19.5985,-92.29523,307.85,0.6,0.53,2025-11-01,0822,N,nominal,2.0NRT,296.35,2.26,N
19.59307,-92.2033,322.46,0.61,0.53,2025-11-01,0822,N,nominal,2.0NRT,297.52,2.51,N
19.60066,-92.29131,338.66,0.6,0.53,2025-11-01,0822,N,nominal,2.0NRT,297.67,5.61,N
19.56409,-92.18592,310.85,0.61,0.53,2025-11-01,0822,N,nominal,2.0NRT,296.28,1.72,N
19.5649,-92.23991,325.53,0.6,0.53,2025-11-01,0822,N,nominal,2.0NRT,296.69,4.37,N
20.49288,-97.40565,309.49,0.45,0.39,2025-11-01,0824,N,nominal,2.0NRT,290.02,0.68,N
19.4409,-92.03692,339.25,0.62,0.54,2025-11-01,0824,N,nominal,2.0NRT,296.4,5.34,N
20.47551,-97.36954,304.23,0.45,0.39,2025-11-01,0824,N,nominal,2.0NRT,289.17,0.39,N
19.44591,-92.08521,339.85,0.62,0.54,2025-11-01,0824,N,nominal,2.0NRT,296.86,6.35,N
19.43597,-92.03805,337.65,0.62,0.54,2025-11-01,0824,N,nominal,2.0NRT,296.35,5.95,N
19.44023,-92.03739,340.13,0.63,0.54,2025-11-01,0824,N,nominal,2.0NRT,296.49,4.46,N
19.44491,-92.08582,339.82,0.62,0.54,2025-11-01,0824,N,nominal,2.0NRT,296.84,14.9,N
19.43531,-92.03855,322.92,0.63,0.54,2025-11-01,0824,N,nominal,2.0NRT,295.83,4.46,N
19.4341,-92.03262,310.42,0.63,0.54,2025-11-01,0824,N,nominal,2.0NRT,295.69,3.64,N
19.42778,-92.07748,310.31,0.62,0.54,2025-11-01,0824,N,nominal,2.0NRT,296.05,1.74,N
19.39961,-92.04066,319.82,0.63,0.54,2025-11-01,0824,N,nominal,2.0NRT,295.51,9.37,N
19.39468,-92.04181,355.13,0.63,0.54,2025-11-01,0824,N,nominal,2.0NRT,297.59,9.37,N
19.3959,-92.04774,309.22,0.63,0.54,2025-11-01,0824,N,nominal,2.0NRT,295.66,5.3,N
19.38975,-92.04295,307.74,0.63,0.54,2025-11-01,0824,N,nominal,2.0NRT,295.26,1.43,N
19.36632,-92.00474,340.54,0.63,0.54,2025-11-01,0824,N,nominal,2.0NRT,296.48,7.82,N
19.36756,-92.0107,308.1,0.63,0.54,2025-11-01,0824,N,nominal,2.0NRT,295.27,7.82,N
19.29599,-92.16389,313.28,0.62,0.54,2025-11-01,0824,N,nominal,2.0NRT,294.65,1.23,N
19.2923,-92.17087,309.8,0.62,0.54,2025-11-01,0824,N,nominal,2.0NRT,294.8,1.23,N
19.33476,-92.40143,335.06,0.59,0.53,2025-11-01,0824,N,nominal,2.0NRT,295.6,4.52,N
20.38409,-99.68996,310.35,0.39,0.36,2025-11-01,0824,N,nominal,2.0NRT,283.27,1.54,N
20.58015,-101.1716,335.32,0.39,0.36,2025-11-01,0824,N,nominal,2.0NRT,285.48,4.27,N
20.57683,-101.17218,322.01,0.39,0.36,2025-11-01,0824,N,nominal,2.0NRT,282.91,2.52,N
20.525,-100.92338,343.43,0.39,0.36,2025-11-01,0824,N,nominal,2.0NRT,287.59,4.93,N
20.52169,-100.92396,305.43,0.39,0.36,2025-11-01,0824,N,nominal,2.0NRT,286.81,4.93,N
20.84607,-103.46078,308.77,0.45,0.39,2025-11-01,0824,N,nominal,2.0NRT,286.71,1.3,N
18.86659,-92.62583,329.98,0.59,0.53,2025-11-01,0824,N,nominal,2.0NRT,293.41,8.5,N
20.05057,-99.29145,316.37,0.39,0.36,2025-11-01,0824,N,nominal,2.0NRT,284.3,2.12,N
46.51468,-84.3975,320.86,0.41,0.45,2025-11-01,0816,N,nominal,2.0NRT,269.36,2,N
47.56641,-92.6255,303.84,0.39,0.36,2025-11-01,0816,N,nominal,2.0NRT,272.79,0.6,N
47.72882,-103.54787,311.24,0.59,0.53,2025-11-01,0816,N,nominal,2.0NRT,267.35,2.12,N
47.72785,-103.54545,313.79,0.59,0.53,2025-11-01,0816,N,nominal,2.0NRT,266.18,2.35,N
42.81832,-80.09643,301.7,0.41,0.6,2025-11-01,0816,N,nominal,2.0NRT,274.39,0.78,N
42.81693,-80.09163,295.06,0.41,0.6,2025-11-01,0816,N,nominal,2.0NRT,274.76,0.78,N
42.80779,-80.10205,299.85,0.41,0.6,2025-11-01,0816,N,nominal,2.0NRT,274.99,1.76,N
42.8064,-80.09729,312.3,0.41,0.6,2025-11-01,0816,N,nominal,2.0NRT,277.23,1.76,N
42.79972,-80.09533,322.21,0.41,0.6,2025-11-01,0816,N,nominal,2.0NRT,277.04,2.16,N
42.80251,-80.10484,310.23,0.41,0.6,2025-11-01,0816,N,nominal,2.0NRT,276.04,2.11,N
42.3135,-82.05031,296.69,0.34,0.56,2025-11-01,0816,N,nominal,2.0NRT,266.51,0.4,N
