latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
29.87761,-91.85939,329.2,0.68,0.74,2025-10-30,2014,N,nominal,2.0NRT,288.39,3.44,D
29.88422,-91.867,367,0.68,0.74,2025-10-30,2014,N,high,2.0NRT,290.36,25.56,D
29.88388,-91.8743,367,0.68,0.74,2025-10-30,2014,N,high,2.0NRT,291.39,25.56,D
29.88455,-91.85972,331.36,0.68,0.74,2025-10-30,2014,N,nominal,2.0NRT,289.23,14.88,D
29.88355,-91.88158,338.9,0.67,0.74,2025-10-30,2014,N,nominal,2.0NRT,290.95,10.32,D
29.89049,-91.88191,346.77,0.67,0.74,2025-10-30,2017,N,nominal,2.0NRT,289.73,10.32,D
29.8681,-91.7133,367,0.69,0.74,2025-10-30,2017,N,high,2.0NRT,292.96,18.71,D
29.86949,-91.67583,338.15,0.69,0.75,2025-10-30,2017,N,nominal,2.0NRT,291.37,6.77,D
29.86838,-91.7058,344.38,0.69,0.74,2025-10-30,2017,N,nominal,2.0NRT,292.58,20.77,D
29.8765,-91.6762,340.58,0.69,0.75,2025-10-30,2017,N,nominal,2.0NRT,289.7,6.77,D
29.88302,-91.86948,367,0.68,0.74,2025-10-30,2017,N,high,2.0NRT,290.25,16.95,D
29.88273,-91.87679,353.29,0.68,0.74,2025-10-30,2017,N,nominal,2.0NRT,291.26,13.38,D
29.88331,-91.86219,358.01,0.68,0.74,2025-10-30,2017,N,low,2.0NRT,290,16.95,D
29.88966,-91.87714,367,0.68,0.74,2025-10-30,2017,N,high,2.0NRT,290.88,23.37,D
29.93198,-92.02406,332.69,0.66,0.73,2025-10-30,2017,N,nominal,2.0NRT,291.63,9.12,D
29.98447,-91.93271,338.18,0.67,0.74,2025-10-30,2017,N,nominal,2.0NRT,291.79,8.44,D
29.57713,-98.0296,335.07,0.58,0.52,2025-10-30,2017,N,nominal,2.0NRT,306.11,6.02,D
29.57546,-98.03114,339.26,0.58,0.52,2025-10-30,2017,N,nominal,2.0NRT,304.08,5.58,D
29.98417,-91.93334,341.79,0.67,0.74,2025-10-30,2017,N,nominal,2.0NRT,291.68,6.41,D
30.00846,-92.17793,326.08,0.65,0.73,2025-10-30,2017,N,nominal,2.0NRT,291.61,2.55,D
30.0263,-91.92086,337.75,0.67,0.74,2025-10-30,2017,N,nominal,2.0NRT,291.36,6.17,D
30.06719,-91.04647,344.2,0.76,0.77,2025-10-30,2017,N,nominal,2.0NRT,290.22,9.45,D
30.09496,-91.08037,325.88,0.75,0.77,2025-10-30,2017,N,nominal,2.0NRT,289.73,4.99,D
30.05064,-93.33147,326.31,0.56,0.69,2025-10-30,2017,N,nominal,2.0NRT,294.2,4.09,D
30.1791,-91.19137,339,0.74,0.76,2025-10-30,2017,N,nominal,2.0NRT,291.04,5.59,D
30.1863,-91.19162,329.45,0.74,0.76,2025-10-30,2017,N,nominal,2.0NRT,290.39,5.59,D
30.21789,-91.80655,346.52,0.69,0.74,2025-10-30,2017,N,nominal,2.0NRT,291.61,7.98,D
30.14381,-95.313,333.94,0.43,0.62,2025-10-30,2017,N,nominal,2.0NRT,292.2,1.9,D
30.28662,-93.8768,367,0.52,0.67,2025-10-30,2017,N,high,2.0NRT,296.43,28,D
30.41976,-91.42316,327.78,0.72,0.76,2025-10-30,2017,N,nominal,2.0NRT,290.55,5.67,D
30.29076,-93.87908,367,0.52,0.67,2025-10-30,2017,N,high,2.0NRT,291.09,10.87,D
30.41627,-91.42277,330.33,0.72,0.76,2025-10-30,2017,N,nominal,2.0NRT,289.86,5.93,D
30.28174,-95.67142,347.65,0.41,0.6,2025-10-30,2017,N,nominal,2.0NRT,293.96,3.8,D
30.57071,-91.37525,339.26,0.73,0.76,2025-10-30,2017,N,nominal,2.0NRT,291.36,10.85,D
30.81644,-91.82638,345.28,0.69,0.74,2025-10-30,2017,N,nominal,2.0NRT,289.97,8.1,D
30.85081,-91.67506,343.1,0.7,0.75,2025-10-30,2017,N,nominal,2.0NRT,292.39,8.12,D
30.61764,-95.47023,325.12,0.42,0.61,2025-10-30,2017,N,nominal,2.0NRT,291.4,1.98,D
30.81486,-91.82717,350.34,0.69,0.74,2025-10-30,2017,N,nominal,2.0NRT,290.13,7.96,D
29.21213,-108.12114,331.2,0.4,0.37,2025-10-30,2017,N,nominal,2.0NRT,302.04,1.79,D
30.85542,-91.67609,343.27,0.71,0.75,2025-10-30,2017,N,nominal,2.0NRT,290.07,6.73,D
30.88896,-92.54328,367,0.63,0.72,2025-10-30,2017,N,high,2.0NRT,291.52,19.61,D
30.88424,-92.53859,346.72,0.63,0.72,2025-10-30,2017,N,nominal,2.0NRT,292.89,11.23,D
30.891,-92.53887,357.75,0.63,0.72,2025-10-30,2017,N,nominal,2.0NRT,290.38,11.23,D
31.06693,-92.10173,338.32,0.67,0.74,2025-10-30,2017,N,nominal,2.0NRT,291.29,5.4,D
31.10237,-92.40441,349.06,0.64,0.72,2025-10-30,2017,N,nominal,2.0NRT,291.86,10.7,D
31.10207,-92.4114,328.69,0.64,0.72,2025-10-30,2017,N,nominal,2.0NRT,290.14,6.26,D
30.88129,-96.17552,326.05,0.38,0.59,2025-10-30,2017,N,nominal,2.0NRT,295.01,2.18,D
30.88709,-96.17191,328.28,0.38,0.59,2025-10-30,2017,N,nominal,2.0NRT,294.18,2.18,D
31.09646,-92.41102,334.04,0.64,0.72,2025-10-30,2017,N,nominal,2.0NRT,290.79,8.3,D
31.10353,-92.40434,336.7,0.64,0.72,2025-10-30,2017,N,nominal,2.0NRT,290.57,8.3,D
31.04533,-97.40701,333.81,0.33,0.55,2025-10-30,2017,N,nominal,2.0NRT,295.87,1.91,D
31.37097,-95.15284,333.47,0.45,0.63,2025-10-30,2017,N,nominal,2.0NRT,294.74,3.88,D
31.36923,-95.15439,335.39,0.45,0.63,2025-10-30,2017,N,nominal,2.0NRT,295.57,4.8,D
31.39434,-95.86726,337.41,0.41,0.6,2025-10-30,2017,N,nominal,2.0NRT,292.35,3.52,D
31.3647,-97.50535,367,0.32,0.55,2025-10-30,2017,N,high,2.0NRT,296.56,11.08,D
31.36443,-97.50879,354.7,0.32,0.55,2025-10-30,2017,N,nominal,2.0NRT,300.52,11.08,D
31.36953,-97.5094,367,0.32,0.55,2025-10-30,2017,N,high,2.0NRT,296.92,9.21,D
31.36926,-97.51285,328.18,0.32,0.55,2025-10-30,2017,N,nominal,2.0NRT,295.02,3.34,D
31.65154,-94.80789,367,0.47,0.64,2025-10-30,2017,N,high,2.0NRT,295.51,14.99,D
31.65183,-94.80262,331.3,0.47,0.64,2025-10-30,2017,N,nominal,2.0NRT,290.94,9.43,D
31.65753,-94.80832,367,0.47,0.64,2025-10-30,2017,N,high,2.0NRT,292.63,10.72,D
31.65783,-94.80315,333.74,0.47,0.64,2025-10-30,2017,N,nominal,2.0NRT,290,11.26,D
31.84479,-95.08157,336.48,0.46,0.63,2025-10-30,2017,N,nominal,2.0NRT,292.68,4,D
31.77433,-96.20926,330.79,0.39,0.59,2025-10-30,2017,N,nominal,2.0NRT,292.77,3.72,D
31.8513,-95.07193,340.21,0.46,0.63,2025-10-30,2017,N,nominal,2.0NRT,292.23,14.07,D
31.85101,-95.07694,356.54,0.46,0.63,2025-10-30,2017,N,nominal,2.0NRT,297.6,14.07,D
31.85072,-95.08192,325.1,0.46,0.63,2025-10-30,2017,N,nominal,2.0NRT,290.33,6.13,D
31.85402,-95.22585,326.33,0.45,0.63,2025-10-30,2017,N,nominal,2.0NRT,291.09,2.02,D
31.96822,-93.58004,337.69,0.56,0.69,2025-10-30,2017,N,nominal,2.0NRT,291.27,4.3,D
31.75948,-97.16521,326.16,0.34,0.56,2025-10-30,2017,N,nominal,2.0NRT,293.16,0.84,D
31.90841,-95.20484,367,0.45,0.63,2025-10-30,2017,N,high,2.0NRT,294.74,8.22,D
31.34567,-101.79485,335.62,0.56,0.43,2025-10-30,2017,N,nominal,2.0NRT,299.55,5.63,D
31.34446,-101.79575,346.26,0.56,0.43,2025-10-30,2017,N,nominal,2.0NRT,299.8,9.45,D
31.90712,-95.20592,367,0.45,0.63,2025-10-30,2017,N,high,2.0NRT,295.75,10.84,D
31.98488,-95.64966,326.03,0.42,0.61,2025-10-30,2017,N,nominal,2.0NRT,290.04,4.27,D
31.98457,-95.65429,328.46,0.42,0.61,2025-10-30,2017,N,nominal,2.0NRT,290.38,3.23,D
31.98539,-95.65419,328.32,0.42,0.61,2025-10-30,2017,N,nominal,2.0NRT,290.4,3.02,D
32.26387,-91.976,367,0.69,0.74,2025-10-30,2017,N,high,2.0NRT,294.51,22.81,D
32.26214,-91.9761,367,0.69,0.74,2025-10-30,2017,N,high,2.0NRT,295.26,26.09,D
31.36997,-103.6758,339.52,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,306.62,8.33,D
30.49712,-109.62948,341.69,0.43,0.38,2025-10-30,2017,N,nominal,2.0NRT,313.52,17.27,D
31.44794,-103.43574,337.34,0.47,0.39,2025-10-30,2017,N,nominal,2.0NRT,305.9,2.49,D
31.62012,-103.35864,345.54,0.47,0.4,2025-10-30,2017,N,nominal,2.0NRT,303.99,7.99,D
31.62317,-103.36426,345.26,0.47,0.4,2025-10-30,2017,N,nominal,2.0NRT,304.97,8.49,D
32.38252,-95.89171,340.45,0.41,0.61,2025-10-30,2017,N,nominal,2.0NRT,292.36,2.4,D
32.38441,-95.89147,341.94,0.41,0.61,2025-10-30,2017,N,nominal,2.0NRT,291.58,2.55,D
32.50205,-94.86405,334.11,0.47,0.64,2025-10-30,2017,N,nominal,2.0NRT,291.47,2.92,D
32.04843,-100.68291,345.18,0.43,0.46,2025-10-30,2017,N,nominal,2.0NRT,299.94,5.41,D
30.55731,-111.1918,334.77,0.49,0.4,2025-10-30,2017,N,nominal,2.0NRT,309.74,6.12,D
30.56097,-111.19273,333.85,0.49,0.4,2025-10-30,2017,N,nominal,2.0NRT,305.68,6.12,D
31.53256,-106.19189,333.72,0.39,0.36,2025-10-30,2017,N,nominal,2.0NRT,302.22,1.79,D
32.18919,-102.00259,336.66,0.55,0.43,2025-10-30,2017,N,nominal,2.0NRT,304.1,37.16,D
32.18855,-102.00851,310.23,0.55,0.43,2025-10-30,2017,N,low,2.0NRT,310.5,35.89,D
32.17213,-102.26679,336.79,0.54,0.42,2025-10-30,2017,N,nominal,2.0NRT,302.69,3.3,D
32.17602,-102.26738,339.75,0.54,0.42,2025-10-30,2017,N,nominal,2.0NRT,302.75,8.96,D
32.17991,-102.26796,337.09,0.54,0.42,2025-10-30,2017,N,nominal,2.0NRT,300.66,8.96,D
32.946,-93.65032,329.59,0.56,0.69,2025-10-30,2017,N,nominal,2.0NRT,290.03,2.88,D
32.10393,-103.82142,335.14,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,303.91,3.64,D
32.09734,-103.87446,344.45,0.45,0.39,2025-10-30,2017,N,nominal,2.0NRT,304.1,3.94,D
32.75394,-100.83092,335.84,0.43,0.46,2025-10-30,2017,N,nominal,2.0NRT,301.75,3.51,D
31.82736,-109.35075,333.56,0.41,0.37,2025-10-30,2017,N,nominal,2.0NRT,296.32,3.36,D
33.52003,-95.12962,336.4,0.47,0.64,2025-10-30,2017,N,nominal,2.0NRT,293.09,4.2,D
33.5555,-97.60663,339.7,0.34,0.56,2025-10-30,2017,N,nominal,2.0NRT,290.45,6.77,D
33.55525,-97.61025,356.02,0.34,0.56,2025-10-30,2017,N,nominal,2.0NRT,292.18,5.68,D
33.98469,-93.50549,340.01,0.58,0.7,2025-10-30,2017,N,nominal,2.0NRT,288.56,4.31,D
33.98328,-93.50184,332.93,0.58,0.7,2025-10-30,2017,N,nominal,2.0NRT,288.74,6.01,D
31.12152,-116.00835,342.7,0.57,0.52,2025-10-30,2017,N,nominal,2.0NRT,312.42,8.81,D
33.76946,-98.57526,351.84,0.59,0.53,2025-10-30,2017,N,nominal,2.0NRT,298.04,11.95,D
31.12112,-116.01044,346.84,0.57,0.52,2025-10-30,2017,N,nominal,2.0NRT,313.94,8.13,D
32.35057,-109.98489,343.2,0.42,0.38,2025-10-30,2017,N,nominal,2.0NRT,309.54,4.12,D
32.3498,-109.98929,336.61,0.42,0.38,2025-10-30,2017,N,low,2.0NRT,308.92,2.68,D
32.34903,-109.99368,337.56,0.42,0.38,2025-10-30,2017,N,low,2.0NRT,308.24,2.68,D
33.77103,-98.57677,346.06,0.6,0.53,2025-10-30,2017,N,nominal,2.0NRT,299.68,11.85,D
32.35245,-109.9945,340.78,0.42,0.38,2025-10-30,2017,N,nominal,2.0NRT,307.97,5.67,D
31.23341,-115.67156,340.77,0.54,0.51,2025-10-30,2017,N,nominal,2.0NRT,306.66,11.34,D
31.23798,-115.67301,345.38,0.54,0.51,2025-10-30,2017,N,nominal,2.0NRT,306.83,14.63,D
31.24629,-115.72324,367,0.55,0.51,2025-10-30,2017,N,high,2.0NRT,314.05,96.15,D
31.24755,-115.71764,342.19,0.55,0.51,2025-10-30,2017,N,nominal,2.0NRT,306.22,56.75,D
31.24505,-115.72874,354.64,0.55,0.51,2025-10-30,2017,N,nominal,2.0NRT,307.01,96.15,D
31.24958,-115.73047,367,0.55,0.51,2025-10-30,2017,N,high,2.0NRT,338.97,96.15,D
31.25214,-115.71909,344.98,0.55,0.51,2025-10-30,2017,N,nominal,2.0NRT,306,56.75,D
31.25084,-115.72484,367,0.55,0.51,2025-10-30,2017,N,low,2.0NRT,360.38,96.15,D
31.2554,-115.72643,350.34,0.55,0.51,2025-10-30,2017,N,nominal,2.0NRT,306.92,176.02,D
34.23493,-98.92597,327.15,0.57,0.52,2025-10-30,2017,N,low,2.0NRT,299.58,3.2,D
34.28841,-99.49674,367,0.53,0.5,2025-10-30,2017,N,high,2.0NRT,306.41,27.25,D
34.29309,-99.49732,353.97,0.53,0.5,2025-10-30,2017,N,nominal,2.0NRT,301.71,11.01,D
34.29259,-99.50323,338.7,0.53,0.5,2025-10-30,2017,N,nominal,2.0NRT,301.16,5.52,D
34.54151,-96.53892,334.29,0.4,0.6,2025-10-30,2017,N,nominal,2.0NRT,290.68,3.77,D
34.6473,-96.99146,367,0.37,0.58,2025-10-30,2017,N,high,2.0NRT,297.28,11.76,D
34.76408,-96.30531,329.24,0.41,0.61,2025-10-30,2017,N,nominal,2.0NRT,290.85,2.33,D
32.05705,-116.7536,334.2,0.6,0.53,2025-10-30,2017,N,low,2.0NRT,308.91,3.76,D
32.57471,-114.59621,340.21,0.44,0.46,2025-10-30,2017,N,nominal,2.0NRT,311.77,2.71,D
33.56856,-109.51913,339.54,0.4,0.37,2025-10-30,2017,N,nominal,2.0NRT,298.86,4.93,D
32.63611,-114.96732,349.55,0.46,0.47,2025-10-30,2017,N,nominal,2.0NRT,310.59,6.77,D
35.14946,-97.92545,335.74,0.33,0.56,2025-10-30,2017,N,nominal,2.0NRT,295.55,2.16,D
32.48493,-116.9744,340.31,0.6,0.53,2025-10-30,2017,N,nominal,2.0NRT,304.03,4.77,D
34.15901,-109.74723,336.17,0.4,0.37,2025-10-30,2017,N,nominal,2.0NRT,293.41,10.99,D
34.15829,-109.75152,343.58,0.4,0.37,2025-10-30,2017,N,nominal,2.0NRT,292.85,7.67,D
34.16235,-109.74808,347.31,0.4,0.37,2025-10-30,2017,N,nominal,2.0NRT,298.71,10.99,D
34.16163,-109.75235,345.43,0.4,0.37,2025-10-30,2017,N,nominal,2.0NRT,296.79,7.67,D
34.16497,-109.75319,335.62,0.4,0.37,2025-10-30,2017,N,nominal,2.0NRT,292.06,10.63,D
35.62471,-96.70653,328.54,0.4,0.6,2025-10-30,2017,N,nominal,2.0NRT,290.11,1.75,D
34.16831,-109.75403,355.6,0.4,0.37,2025-10-30,2017,N,nominal,2.0NRT,298.17,10.63,D
34.16759,-109.75829,356.5,0.4,0.37,2025-10-30,2017,N,nominal,2.0NRT,300.82,10.63,D
34.17237,-109.75058,330.18,0.4,0.37,2025-10-30,2017,N,nominal,2.0NRT,291.13,5.67,D
34.17165,-109.75486,336.61,0.4,0.37,2025-10-30,2017,N,nominal,2.0NRT,293.38,4.32,D
34.17093,-109.75915,337.67,0.4,0.37,2025-10-30,2017,N,nominal,2.0NRT,294.46,4.32,D
33.01406,-115.69078,339.33,0.5,0.49,2025-10-30,2017,N,low,2.0NRT,312.82,4.18,D
34.17905,-109.75224,339.49,0.4,0.37,2025-10-30,2017,N,nominal,2.0NRT,294.55,5.88,D
34.17878,-109.77459,342.3,0.4,0.37,2025-10-30,2017,N,nominal,2.0NRT,294.99,3.14,D
34.17805,-109.77891,331.3,0.4,0.37,2025-10-30,2017,N,nominal,2.0NRT,294.84,3.14,D
34.18736,-109.78571,332.72,0.4,0.37,2025-10-30,2017,N,nominal,2.0NRT,297.76,2.65,D
34.19405,-109.78735,330.2,0.4,0.37,2025-10-30,2017,N,nominal,2.0NRT,298.95,1.9,D
34.20001,-109.79334,336.95,0.4,0.37,2025-10-30,2017,N,nominal,2.0NRT,299.23,7.66,D
34.19928,-109.79768,332.18,0.4,0.37,2025-10-30,2017,N,nominal,2.0NRT,299.68,3.61,D
35.87053,-97.38223,329.85,0.36,0.58,2025-10-30,2017,N,nominal,2.0NRT,287.77,1.62,D
36.07291,-96.48777,328.29,0.41,0.61,2025-10-30,2017,N,nominal,2.0NRT,288.8,2.38,D
36.25471,-97.76662,352.37,0.35,0.57,2025-10-30,2017,N,nominal,2.0NRT,293.8,4.92,D
35.11005,-112.10499,350.17,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,301.27,16.51,D
35.10915,-112.10986,337.53,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,294.38,8.59,D
35.11361,-112.10596,367,0.46,0.39,2025-10-30,2017,N,high,2.0NRT,297.04,16.51,D
35.11271,-112.11082,353.95,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,296.75,8.59,D
35.11626,-112.11185,367,0.46,0.39,2025-10-30,2017,N,high,2.0NRT,295.8,10.82,D
35.11715,-112.107,338.46,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,293.86,7.43,D
35.11536,-112.11672,351.63,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,294.39,10.82,D
35.1198,-112.11291,367,0.46,0.39,2025-10-30,2017,N,high,2.0NRT,297.72,10.82,D
35.1207,-112.10804,335.31,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,291.33,7.43,D
35.11891,-112.11774,343.42,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,293.04,10.82,D
35.11243,-112.15292,332.46,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,295.01,8.04,D
35.11149,-112.15803,348.36,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,300.5,8.04,D
35.10867,-112.17335,342.22,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,307.81,17.77,D
35.10773,-112.17843,349.15,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,299.2,17.77,D
35.12335,-112.11394,335.46,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,290.59,5.42,D
35.116,-112.15385,338.86,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,294.3,20.58,D
35.11506,-112.15896,353.64,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,313,20.58,D
35.11318,-112.16918,353.66,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,315.06,73.46,D
35.11131,-112.17936,344.93,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,304.95,56.7,D
35.11864,-112.15984,367,0.46,0.39,2025-10-30,2017,N,high,2.0NRT,299.36,20.58,D
35.12143,-112.1447,332.37,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,292.01,3.6,D
35.1205,-112.14974,335.4,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,291.65,3.6,D
35.11958,-112.15477,352.55,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,294.31,20.58,D
35.11771,-112.16494,354.88,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,307.22,73.46,D
35.11677,-112.17004,353,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,311.61,73.46,D
35.11583,-112.17516,349.91,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,317.99,56.7,D
35.11489,-112.18026,346.52,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,302.84,56.7,D
35.11997,-112.11604,367,0.46,0.39,2025-10-30,2017,N,high,2.0NRT,295.4,11.25,D
35.12088,-112.11121,348.9,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,292.68,11.25,D
35.11239,-112.15613,354.61,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,302.76,23.09,D
35.11045,-112.16637,352.09,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,301.85,80.55,D
35.10949,-112.17144,336.92,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,302.15,43.67,D
35.10853,-112.17651,347.91,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,311.65,43.67,D
35.11596,-112.15705,356.79,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,303.01,23.09,D
35.11499,-112.16217,354.84,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,312.85,80.55,D
35.11306,-112.17236,348.73,0.46,0.39,2025-10-30,2017,N,low,2.0NRT,321.63,43.67,D
35.1121,-112.17744,348.12,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,311.43,43.67,D
35.11858,-112.16302,367,0.46,0.39,2025-10-30,2017,N,high,2.0NRT,303.83,32.35,D
35.12144,-112.1479,345.65,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,293.33,10.39,D
35.12049,-112.1529,349.5,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,293.5,11.83,D
35.11954,-112.15795,354.8,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,296.03,11.83,D
35.11762,-112.16811,353.58,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,312.88,32.35,D
35.11665,-112.17321,350.95,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,311.24,76.54,D
35.11568,-112.17832,345.88,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,313.25,76.54,D
35.12501,-112.1488,355.07,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,293.53,10.39,D
35.12407,-112.15379,353.42,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,294.52,11.83,D
35.12312,-112.15883,353.41,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,293.84,11.83,D
35.12217,-112.16388,353.98,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,292.9,32.35,D
35.12024,-112.17406,346.13,0.46,0.39,2025-10-30,2017,N,low,2.0NRT,320.09,76.54,D
35.12121,-112.16896,357.34,0.46,0.39,2025-10-30,2017,N,low,2.0NRT,298.61,32.35,D
35.1267,-112.15972,337.8,0.46,0.39,2025-10-30,2017,N,nominal,2.0NRT,290.92,5.54,D
37.78355,-97.02583,367,0.4,0.6,2025-10-30,2019,N,high,2.0NRT,291.85,8.66,D
38.03637,-98.00317,330.72,0.35,0.57,2025-10-30,2019,N,nominal,2.0NRT,289.82,1.14,D
38.53647,-120.25665,346.83,0.33,0.55,2025-10-30,2017,N,nominal,2.0NRT,292.83,4.68,D
38.54134,-120.25871,354.07,0.33,0.55,2025-10-30,2017,N,nominal,2.0NRT,289.58,5.56,D
38.27478,-121.35905,367,0.37,0.58,2025-10-30,2017,N,high,2.0NRT,300.83,6.89,D
38.27366,-121.36321,330.71,0.38,0.58,2025-10-30,2017,N,nominal,2.0NRT,297.91,6.89,D
40.63089,-110.93838,342.36,0.39,0.36,2025-10-30,2017,N,nominal,2.0NRT,282.23,3.38,D
40.63016,-110.94292,334.08,0.39,0.36,2025-10-30,2017,N,nominal,2.0NRT,281.78,3.38,D
40.63344,-110.94387,357.22,0.39,0.36,2025-10-30,2017,N,low,2.0NRT,288.95,14.73,D
38.38287,-121.56721,332.45,0.38,0.59,2025-10-30,2017,N,nominal,2.0NRT,295.34,1.65,D
38.38808,-121.56944,338.31,0.38,0.59,2025-10-30,2017,N,nominal,2.0NRT,295.59,3.56,D
40.66193,-110.93745,337.53,0.39,0.36,2025-10-30,2017,N,nominal,2.0NRT,286.3,6.11,D
40.66119,-110.942,331.04,0.39,0.36,2025-10-30,2017,N,nominal,2.0NRT,286.01,6.11,D
40.66521,-110.93835,346.96,0.39,0.36,2025-10-30,2017,N,nominal,2.0NRT,287.27,6.11,D
38.45741,-121.51352,326.6,0.38,0.59,2025-10-30,2017,N,nominal,2.0NRT,295.9,2.06,D
38.36492,-122.51357,327.39,0.43,0.62,2025-10-30,2017,N,nominal,2.0NRT,294.46,2.06,D
38.76403,-121.52778,367,0.37,0.58,2025-10-30,2017,N,high,2.0NRT,298.91,6.51,D
38.76513,-121.52361,341.03,0.37,0.58,2025-10-30,2017,N,nominal,2.0NRT,298.62,7.61,D
38.76672,-121.52652,367,0.37,0.58,2025-10-30,2017,N,high,2.0NRT,301.58,11.28,D
38.46894,-122.87169,351.92,0.44,0.63,2025-10-30,2017,N,nominal,2.0NRT,290.29,5.28,D
38.64917,-122.43201,335.69,0.42,0.61,2025-10-30,2017,N,nominal,2.0NRT,290.48,3.46,D
38.7817,-122.03744,340.64,0.39,0.6,2025-10-30,2017,N,nominal,2.0NRT,295.19,2.74,D
38.78052,-122.04176,327.47,0.39,0.6,2025-10-30,2017,N,nominal,2.0NRT,294.99,2.74,D
38.98841,-121.62198,327.43,0.37,0.58,2025-10-30,2017,N,nominal,2.0NRT,287.72,2.65,D
38.93851,-121.8931,367,0.38,0.59,2025-10-30,2017,N,high,2.0NRT,292.96,12.23,D
38.94374,-121.89539,367,0.38,0.59,2025-10-30,2017,N,high,2.0NRT,293.65,12.23,D
39.0154,-122.04677,345.31,0.39,0.59,2025-10-30,2017,N,nominal,2.0NRT,293.45,6.32,D
39.14857,-122.22979,367,0.39,0.6,2025-10-30,2017,N,high,2.0NRT,293.94,15.03,D
39.3203,-121.59804,333.17,0.36,0.58,2025-10-30,2017,N,nominal,2.0NRT,290.11,2.04,D
39.14977,-122.22542,337.41,0.39,0.6,2025-10-30,2017,N,nominal,2.0NRT,292.37,15.03,D
39.14735,-122.2342,334.22,0.39,0.6,2025-10-30,2017,N,nominal,2.0NRT,285.46,10.97,D
39.15384,-122.23214,367,0.39,0.6,2025-10-30,2017,N,high,2.0NRT,290.99,15.03,D
39.15505,-122.22774,330.57,0.39,0.6,2025-10-30,2017,N,nominal,2.0NRT,286.72,15.03,D
39.15264,-122.23651,341.5,0.39,0.6,2025-10-30,2017,N,nominal,2.0NRT,284.91,10.97,D
41.6036,-112.10605,335.03,0.4,0.37,2025-10-30,2017,N,nominal,2.0NRT,292.67,3.48,D
39.43705,-122.04059,351.84,0.38,0.59,2025-10-30,2017,N,nominal,2.0NRT,295.24,3.7,D
39.55822,-122.15657,325.94,0.38,0.59,2025-10-30,2019,N,nominal,2.0NRT,292.66,2.52,D
42.51985,-110.89738,346.25,0.38,0.36,2025-10-30,2019,N,nominal,2.0NRT,285.41,4.23,D
42.51913,-110.90202,330.12,0.38,0.36,2025-10-30,2019,N,nominal,2.0NRT,283.71,4.23,D
40.01434,-122.84647,331.66,0.4,0.6,2025-10-30,2019,N,nominal,2.0NRT,268.17,2.98,D
42.68506,-111.5907,334.25,0.39,0.36,2025-10-30,2019,N,nominal,2.0NRT,288.8,3.83,D
43.10822,-110.49055,338.16,0.38,0.36,2025-10-30,2019,N,nominal,2.0NRT,278.28,3.8,D
44.75774,-109.01136,343,0.41,0.37,2025-10-30,2019,N,nominal,2.0NRT,290.74,13.54,D
